0000001110000 //data 0: 7.0
0000001110000 //data 1: 7.0
0000001110000 //data 2: 7.0
0000001110000 //data 3: 7.0
0000001110000 //data 4: 7.0
0000010000000 //data 5: 8.0
0000001110000 //data 6: 7.0
0000001110000 //data 7: 7.0
0000000000000 //data 8: 0.0
0000000100000 //data 9: 2.0
0001001010000 //data 10: 37.0
0001010010000 //data 11: 41.0
0000001000000 //data 12: 4.0
0001001000000 //data 13: 36.0
0001000110000 //data 14: 35.0
0001001000000 //data 15: 36.0
0000001010000 //data 16: 5.0
0000001110000 //data 17: 7.0
0000000110000 //data 18: 3.0
0000001000000 //data 19: 4.0
0000001000000 //data 20: 4.0
0000001010000 //data 21: 5.0
0000001010000 //data 22: 5.0
0000001010000 //data 23: 5.0
0000001010000 //data 24: 5.0
0000001010000 //data 25: 5.0
0000001010000 //data 26: 5.0
0000001100000 //data 27: 6.0
0000001010000 //data 28: 5.0
0000010000000 //data 29: 8.0
0000010000000 //data 30: 8.0
0000010000000 //data 31: 8.0
0000000110000 //data 32: 3.0
0000001100000 //data 33: 6.0
0000001100000 //data 34: 6.0
0000001100000 //data 35: 6.0
0000010000000 //data 36: 8.0
0000010100000 //data 37: 10.0
0000000110000 //data 38: 3.0
0000000110000 //data 39: 3.0
0001100110000 //data 40: 51.0
0001010100000 //data 41: 42.0
0001000100000 //data 42: 34.0
0001000100000 //data 43: 34.0
0001000100000 //data 44: 34.0
0000110100000 //data 45: 26.0
0001000110000 //data 46: 35.0
0000111000000 //data 47: 28.0
0001000000000 //data 48: 32.0
0000100010000 //data 49: 17.0
0000100100000 //data 50: 18.0
0000001000000 //data 51: 4.0
0000001010000 //data 52: 5.0
0000001110000 //data 53: 7.0
0000001100000 //data 54: 6.0
0000001110000 //data 55: 7.0
0000001100000 //data 56: 6.0
0000001110000 //data 57: 7.0
0000010010000 //data 58: 9.0
0000001100000 //data 59: 6.0
0000001100000 //data 60: 6.0
0000001100000 //data 61: 6.0
0000001100000 //data 62: 6.0
0000001100000 //data 63: 6.0
0000001010000 //data 64: 5.0
0000010000000 //data 65: 8.0
0000001100000 //data 66: 6.0
0000001100000 //data 67: 6.0
0000010100000 //data 68: 10.0
0010001110000 //data 69: 71.0
0011001110000 //data 70: 103.0
0010011110000 //data 71: 79.0
0001011010000 //data 72: 45.0
0000101110000 //data 73: 23.0
0000101110000 //data 74: 23.0
0000101110000 //data 75: 23.0
0000101100000 //data 76: 22.0
0000101100000 //data 77: 22.0
0000101000000 //data 78: 20.0
0000101010000 //data 79: 21.0
0000111000000 //data 80: 28.0
0000101110000 //data 81: 23.0
0000111000000 //data 82: 28.0
0000000000000 //data 83: 0.0
0000001000000 //data 84: 4.0
0000001010000 //data 85: 5.0
0000001000000 //data 86: 4.0
0000001100000 //data 87: 6.0
0000001110000 //data 88: 7.0
0000001110000 //data 89: 7.0
0000010010000 //data 90: 9.0
0000010000000 //data 91: 8.0
0000010000000 //data 92: 8.0
0000010000000 //data 93: 8.0
0000001110000 //data 94: 7.0
0000010010000 //data 95: 9.0
0000011100000 //data 96: 14.0
0000001000000 //data 97: 4.0
0000001100000 //data 98: 6.0
0000001100000 //data 99: 6.0
0000000000000 //data 100: 0.0
0010001010000 //data 101: 69.0
0001100010000 //data 102: 49.0
0000110010000 //data 103: 25.0
0000110000000 //data 104: 24.0
0000101110000 //data 105: 23.0
0000101110000 //data 106: 23.0
0000101110000 //data 107: 23.0
0000101100000 //data 108: 22.0
0000101010000 //data 109: 21.0
0000101010000 //data 110: 21.0
0000100110000 //data 111: 19.0
0000100100000 //data 112: 18.0
0000100010000 //data 113: 17.0
0000110010000 //data 114: 25.0
0000111110000 //data 115: 31.0
0000001100000 //data 116: 6.0
0000001000000 //data 117: 4.0
0000001010000 //data 118: 5.0
0000001010000 //data 119: 5.0
0000001010000 //data 120: 5.0
0000000110000 //data 121: 3.0
0010010110000 //data 122: 75.0
0001101000000 //data 123: 52.0
0001001010000 //data 124: 37.0
0000010010000 //data 125: 9.0
0000010010000 //data 126: 9.0
0000010010000 //data 127: 9.0
0000000110000 //data 128: 3.0
0000001000000 //data 129: 4.0
0000101010000 //data 130: 21.0
0010110110000 //data 131: 91.0
0010100000000 //data 132: 80.0
0001101100000 //data 133: 54.0
0000111000000 //data 134: 28.0
0000110000000 //data 135: 24.0
0000110000000 //data 136: 24.0
0000110000000 //data 137: 24.0
0000101110000 //data 138: 23.0
0000101100000 //data 139: 22.0
0000101100000 //data 140: 22.0
0000101010000 //data 141: 21.0
0000101000000 //data 142: 20.0
0000100100000 //data 143: 18.0
0000100100000 //data 144: 18.0
0000100010000 //data 145: 17.0
0000100100000 //data 146: 18.0
0000101100000 //data 147: 22.0
0000100110000 //data 148: 19.0
0000001000000 //data 149: 4.0
0000001010000 //data 150: 5.0
0000001100000 //data 151: 6.0
0000001100000 //data 152: 6.0
0001101010000 //data 153: 53.0
0001011110000 //data 154: 47.0
0000010010000 //data 155: 9.0
0000001010000 //data 156: 5.0
0000001000000 //data 157: 4.0
0000010000000 //data 158: 8.0
0000001100000 //data 159: 6.0
0000011100000 //data 160: 14.0
0000001000000 //data 161: 4.0
0000000000000 //data 162: 0.0
0000000000000 //data 163: 0.0
0000110100000 //data 164: 26.0
0001100010000 //data 165: 49.0
0000110010000 //data 166: 25.0
0000110000000 //data 167: 24.0
0000110000000 //data 168: 24.0
0000101110000 //data 169: 23.0
